Account Number,Customer_ID,Transaction_Amount,Transaction_Type,Transaction_Time,Transaction_Date,Customer_Age,Customer_Gender,Account_Type,Account_Age,Avg_Transaction_Amount,Past_Fraud_Count,Device_Type,OS,Browser,Is_Trusted_Device,Transaction_City,Transaction_State,Transaction_Country,Known_Location,Transaction_Frequency,High_Amount_Deviation,Multiple_Devices_Used,Transaction_At_Odd_Hours,Merchant_Category,Is_High_Risk_Merchant,Is_Fraud,Transaction_Timestamp,IP_Address_New,New_Latitude,New_Longitude
107045,7146,48.3,Deposit,Evening,Holiday,74,Male,Savings,1,58.98,2,Laptop,Android,Safari,0,Matthewfort,AL,Iran,0,13,1,1,1,Restaurant,0,0,29-03-2024 11:28,35.154.219.89,53.952241,169.321253
107046,7147,130.76,Withdrawal,Night,Weekday,74,Female,Checking,16,378.77,0,Mobile,Windows,Chrome,1,Danielmouth,HI,Guinea,0,14,1,1,0,Grocery,0,1,25-03-2024 15:48,10.157.12.71,78.071067,-118.438586
107047,7148,2.06,Transfer,Morning,Weekday,77,Female,Checking,3,324.9,2,Tablet,Windows,Edge,1,New Danielle,CA,Tajikistan,1,12,1,0,1,Restaurant,1,0,25-03-2024 21:11,157.52.179.15,-75.098459,174.517924
107048,7149,22.96,Transfer,Morning,Weekday,67,Female,Business,6,170.9,3,Laptop,iOS,Edge,0,Mcknightfurt,DC,Namibia,1,7,1,1,1,Grocery,1,0,25-03-2024 21:25,160.19.194.169,-66.909197,-114.529472
107049,7150,66.76,Payment,Night,Weekend,38,Female,Business,3,333.51,0,Mobile,iOS,Chrome,0,Lake Melissa,IA,Guyana,0,4,1,1,0,Travel,1,0,23-03-2024 18:30,126.112.72.206,49.846674,-142.630228
107050,7151,210.58,Deposit,Evening,Weekend,29,Male,Savings,19,188.93,1,Laptop,Windows,Firefox,1,West Sandra,OR,Malawi,0,13,1,0,1,Clothing,1,0,23-03-2024 11:02,84.161.221.192,-63.388725,-63.482698
107051,7152,74.92,Payment,Evening,Weekend,24,Male,Savings,8,159.52,3,Mobile,Windows,Firefox,0,East Cristina,MD,Guyana,0,1,0,0,1,Restaurant,1,0,23-03-2024 16:40,116.154.128.59,-49.852262,-82.28136
107052,7153,265.74,Withdrawal,Evening,Weekend,19,Male,Savings,2,383.52,2,Mobile,Android,Edge,0,Melissafurt,SD,Gabon,0,13,0,0,1,Restaurant,1,0,23-03-2024 19:11,200.49.231.23,88.31297,46.385518
107053,7154,66.13,Deposit,Morning,Holiday,56,Male,Business,19,414.1,4,Laptop,Linux,Safari,1,Peterchester,MI,Guadeloupe,1,8,0,0,1,Grocery,1,0,29-03-2024 23:52,107.206.185.130,5.373941,37.715525
107054,7155,67.42,Payment,Afternoon,Holiday,58,Female,Checking,15,331.57,1,Laptop,Android,Safari,1,Port Lynnport,TX,Bulgaria,0,12,0,0,1,Travel,1,0,29-03-2024 03:53,210.69.180.226,17.791267,-77.146213
107055,7156,12.75,Deposit,Morning,Weekend,41,Female,Savings,14,402.87,0,Tablet,Windows,Chrome,0,Marcusbury,IL,Botswana,1,12,1,0,0,Travel,0,0,23-03-2024 12:15,203.246.36.137,-47.477274,-54.528648
107056,7157,162.28,Deposit,Night,Weekend,43,Female,Checking,14,214.57,3,Mobile,Android,Firefox,1,Port Jenniferchester,PA,Congo,1,10,1,1,0,Grocery,1,0,23-03-2024 10:15,182.58.83.57,-48.410577,-167.429058
107057,7158,28.36,Payment,Evening,Weekend,42,Male,Checking,4,82.31,4,Laptop,Android,Safari,0,Lake Rachelburgh,NE,Romania,1,1,1,1,0,Travel,0,0,23-03-2024 16:17,81.207.160.91,51.203649,9.819723
107058,7159,229.87,Deposit,Afternoon,Weekday,79,Female,Business,19,322.2,4,Tablet,Windows,Firefox,0,New Sylviamouth,WI,France,0,11,1,1,0,Travel,0,0,25-03-2024 12:00,202.84.237.59,36.805573,35.114914
107059,7160,241.71,Withdrawal,Evening,Holiday,37,Male,Business,7,165.19,2,Mobile,Android,Edge,1,South Jasonhaven,NY,Italy,1,1,0,0,1,Restaurant,0,0,29-03-2024 09:41,75.250.159.109,-87.539085,-36.911079
107060,7161,287.02,Transfer,Morning,Weekday,57,Female,Checking,16,399.87,4,Mobile,Linux,Safari,0,West Gabrielle,NM,Montenegro,1,13,1,0,0,Travel,0,0,25-03-2024 12:43,90.198.224.56,-82.105909,-171.334282
107061,7162,73.44,Transfer,Afternoon,Weekend,58,Female,Savings,8,211.15,2,Laptop,iOS,Firefox,0,Reginamouth,MA,Suriname,1,14,0,1,0,Restaurant,1,0,23-03-2024 05:11,186.223.234.150,-39.594444,-129.93728
107062,7163,113.04,Deposit,Afternoon,Holiday,59,Male,Business,15,351.8,0,Laptop,Linux,Safari,0,Lake Kayla,CT,Guadeloupe,0,5,1,1,1,Restaurant,1,0,29-03-2024 22:33,197.40.208.164,66.208421,-44.673448
107063,7164,150.74,Transfer,Morning,Weekend,61,Female,Checking,5,298.79,3,Laptop,Android,Firefox,0,Garciahaven,VT,Christmas Island,0,1,1,1,0,Electronics,0,0,23-03-2024 06:22,8.10.221.151,66.278789,6.027086
107064,7165,14.04,Deposit,Evening,Weekday,19,Female,Business,1,417.87,0,Mobile,Android,Chrome,1,Holdenstad,NV,Niger,1,14,1,1,0,Clothing,1,0,25-03-2024 23:46,210.168.184.152,11.337915,161.99736
107065,7166,91.87,Payment,Evening,Holiday,59,Female,Checking,12,424.54,2,Laptop,Linux,Safari,1,Thompsonport,ME,Austria,0,10,1,0,1,Restaurant,1,0,29-03-2024 04:57,162.39.53.227,-7.447278,-71.338449
107066,7167,3.49,Withdrawal,Evening,Weekday,52,Female,Business,9,80.73,0,Laptop,Windows,Firefox,0,New Amy,NJ,Saint Kitts and Nevis,0,8,0,1,0,Restaurant,0,0,25-03-2024 15:04,20.12.9.165,-73.071945,137.304629
107067,7168,68.83,Transfer,Morning,Holiday,50,Female,Savings,19,182.8,3,Tablet,Android,Chrome,1,South Kimberlyland,MO,Guinea-Bissau,1,10,1,0,1,Grocery,0,0,29-03-2024 14:51,223.217.239.192,-7.134532,43.055886
107068,7169,16.82,Payment,Night,Weekend,34,Male,Savings,18,441.9,3,Laptop,Linux,Safari,1,East Heatherberg,IA,Vietnam,1,3,1,1,1,Clothing,0,0,23-03-2024 22:59,163.249.12.24,15.990019,38.701154
107069,7170,20.2,Withdrawal,Night,Holiday,75,Female,Business,7,231.8,4,Tablet,iOS,Firefox,1,East Anthony,VA,Nicaragua,0,5,0,1,1,Electronics,0,0,29-03-2024 16:48,68.187.64.22,0.366091,44.148087
107070,7171,45.42,Transfer,Evening,Weekday,39,Female,Business,11,281.69,2,Laptop,Windows,Safari,1,Carlborough,IL,French Southern Territories,1,4,0,0,1,Travel,1,0,25-03-2024 11:15,137.153.7.15,-74.291662,-150.208994
107071,7172,56.64,Transfer,Afternoon,Weekday,18,Male,Business,11,132.5,0,Laptop,iOS,Safari,1,Port Christopherborough,AL,Uruguay,1,3,1,0,0,Restaurant,1,0,25-03-2024 09:30,146.29.170.43,13.948465,-161.474807
107072,7173,97.6,Withdrawal,Night,Weekday,54,Female,Savings,15,298.71,4,Tablet,Android,Chrome,0,Guzmanside,CO,Nicaragua,1,9,0,1,1,Clothing,0,0,25-03-2024 23:58,143.251.222.248,-61.682702,-69.147417
107073,7174,7.73,Payment,Evening,Weekday,47,Female,Business,17,169.08,4,Mobile,Linux,Safari,0,Port Rebecca,WY,Jersey,0,2,1,0,1,Clothing,0,0,25-03-2024 03:17,141.22.33.39,52.568488,-178.142166
107074,7175,70.06,Payment,Night,Weekend,63,Female,Savings,3,423.16,0,Mobile,Windows,Firefox,1,North Ronnie,ND,Vietnam,1,8,1,0,0,Clothing,1,0,23-03-2024 09:41,19.171.251.175,-84.044574,16.530692
107075,7176,20.17,Transfer,Evening,Weekday,23,Female,Business,11,140.11,2,Mobile,Windows,Safari,1,West Eric,MN,Togo,0,3,0,0,0,Restaurant,1,0,25-03-2024 00:59,97.12.180.238,-45.638733,-145.672605
107076,7177,85.33,Withdrawal,Night,Weekend,58,Female,Business,13,211.93,2,Tablet,Windows,Safari,0,Chenville,AL,Yemen,0,6,0,0,0,Travel,1,0,23-03-2024 00:48,143.51.243.23,-35.974618,-73.074
107077,7178,101.45,Payment,Night,Holiday,71,Female,Checking,6,92.78,3,Laptop,iOS,Chrome,0,Masonburgh,AR,Antigua and Barbuda,1,12,0,0,0,Clothing,1,0,29-03-2024 00:28,37.92.191.110,-82.439122,-41.181598
107078,7179,81.35,Withdrawal,Afternoon,Weekday,31,Male,Savings,14,314.59,2,Tablet,Windows,Chrome,0,Hayesfort,TX,Philippines,1,2,1,1,1,Clothing,0,0,25-03-2024 09:39,74.45.179.76,-89.108133,1.133553
107079,7180,134.05,Withdrawal,Afternoon,Holiday,53,Male,Business,11,473.89,4,Mobile,Linux,Firefox,1,Bauerburgh,NE,Oman,0,14,1,0,0,Clothing,1,0,29-03-2024 02:13,57.246.197.216,2.477097,103.891776
107080,7181,40.89,Transfer,Night,Holiday,50,Female,Savings,13,127.92,3,Tablet,Android,Edge,0,Port Amy,MT,Barbados,1,4,0,0,0,Grocery,1,1,29-03-2024 15:57,169.38.79.229,62.26846,36.026422
107081,7182,144.86,Withdrawal,Evening,Weekend,55,Female,Checking,17,58.88,1,Tablet,Linux,Chrome,1,Wallacehaven,NM,Guyana,0,4,1,0,1,Electronics,0,0,23-03-2024 07:56,110.85.22.167,-88.642686,58.856223
107082,7183,56.7,Withdrawal,Afternoon,Weekday,56,Female,Savings,14,240.11,3,Mobile,Windows,Chrome,0,Lake Angela,CO,Austria,1,2,0,0,1,Travel,0,0,25-03-2024 07:13,132.167.72.47,-15.13134,60.796167
107083,7184,66.2,Deposit,Morning,Weekend,70,Female,Savings,14,386.79,4,Laptop,Windows,Firefox,1,West Randyton,ND,Dominican Republic,0,4,1,1,1,Grocery,1,0,23-03-2024 02:34,45.244.222.106,-2.278165,-61.58909
107084,7185,104.44,Withdrawal,Afternoon,Weekday,23,Female,Savings,4,488.8,0,Laptop,Linux,Edge,1,Richardsside,OR,Ghana,0,3,1,0,0,Travel,1,0,25-03-2024 09:23,81.102.186.91,-49.614827,-125.288052
107085,7186,1.85,Payment,Night,Holiday,43,Male,Savings,4,73.08,0,Mobile,Android,Safari,1,Harrisonville,DE,Mauritania,0,2,1,0,0,Grocery,0,0,29-03-2024 20:39,210.133.188.129,8.998101,97.160833
107086,7187,106.13,Transfer,Night,Weekend,41,Female,Savings,14,403.68,0,Laptop,Linux,Safari,0,North Dustinland,SD,Philippines,0,2,1,1,1,Clothing,1,0,23-03-2024 11:26,165.248.142.51,-40.599591,149.725576
107087,7188,96.39,Transfer,Morning,Weekday,50,Male,Savings,14,215.9,4,Mobile,Windows,Safari,0,Lake Andrewmouth,SC,Germany,1,2,0,0,1,Electronics,1,0,25-03-2024 03:36,57.80.81.92,45.570068,-50.845231
107088,7189,37.08,Withdrawal,Afternoon,Holiday,25,Female,Savings,7,119.18,3,Laptop,Windows,Firefox,1,Cookmouth,NY,Greenland,1,5,1,0,1,Restaurant,1,0,29-03-2024 03:33,137.31.70.209,4.783494,-133.340125
107089,7190,8.97,Withdrawal,Night,Weekend,61,Male,Business,16,136.54,0,Mobile,iOS,Firefox,1,West Lisa,OH,Slovenia,1,5,1,1,1,Travel,0,0,23-03-2024 07:48,26.164.155.32,81.15033,-76.267959
107090,7191,9.53,Payment,Morning,Weekend,78,Male,Business,14,465.75,2,Tablet,Android,Firefox,1,New Daniel,ME,Nauru,1,8,0,1,0,Travel,0,0,23-03-2024 16:28,114.125.13.71,-2.794196,126.673795
107091,7192,256.69,Deposit,Morning,Weekend,60,Male,Savings,5,414.21,1,Tablet,Android,Chrome,0,Bakerborough,KS,Faroe Islands,1,2,1,0,1,Electronics,0,1,23-03-2024 15:45,42.150.107.174,71.927122,-10.011184
107092,7193,116.89,Transfer,Evening,Weekend,51,Male,Savings,7,190.28,0,Tablet,Windows,Firefox,1,Williamston,MT,Senegal,0,8,1,1,0,Grocery,1,0,23-03-2024 10:18,170.226.136.135,7.63126,-35.251003
107093,7194,13.59,Deposit,Afternoon,Holiday,51,Female,Business,17,473.09,0,Mobile,iOS,Edge,0,East Jennifer,MO,Gibraltar,1,6,0,0,0,Travel,1,1,29-03-2024 09:52,171.14.166.64,3.843102,60.013745
107094,7195,44.12,Payment,Afternoon,Holiday,41,Female,Checking,15,97.36,1,Tablet,iOS,Chrome,1,Heathermouth,RI,Zimbabwe,1,3,0,0,0,Electronics,1,0,29-03-2024 12:48,47.45.237.35,31.719083,116.404535
107095,7196,89.77,Transfer,Afternoon,Holiday,19,Female,Business,7,195.14,2,Tablet,iOS,Safari,0,Collierburgh,TX,Norway,0,12,0,1,1,Clothing,1,0,29-03-2024 04:06,92.106.103.175,42.809013,-135.024426
107096,7197,180.53,Payment,Night,Holiday,25,Female,Checking,10,343.81,1,Laptop,iOS,Chrome,0,Kaylamouth,WV,Paraguay,1,11,1,1,0,Restaurant,0,0,29-03-2024 09:01,51.158.93.51,-55.870355,146.292371
107097,7198,4.46,Withdrawal,Morning,Weekday,70,Female,Savings,18,499.74,0,Tablet,Linux,Chrome,0,Jeffreyborough,AZ,Morocco,1,5,1,0,0,Electronics,0,0,25-03-2024 21:46,180.113.180.253,5.168437,79.896726
107098,7199,27,Payment,Evening,Holiday,42,Male,Savings,11,259.54,0,Mobile,iOS,Chrome,0,Foxton,ME,Sierra Leone,0,4,0,0,0,Restaurant,0,0,29-03-2024 09:37,80.188.242.127,15.975388,74.140652
107099,7200,220.5,Withdrawal,Afternoon,Weekend,74,Female,Business,14,414.82,3,Mobile,Android,Firefox,1,Port Marc,CA,Belarus,1,5,0,1,1,Electronics,1,0,23-03-2024 09:30,26.14.210.103,-12.832193,107.034473
107100,7201,0.92,Deposit,Evening,Weekend,47,Male,Business,4,462.14,4,Tablet,Linux,Edge,1,North Joycechester,FL,Slovenia,1,6,1,1,0,Travel,1,0,23-03-2024 07:23,195.239.42.71,-17.244319,60.227945
107101,7202,22.49,Transfer,Evening,Weekend,49,Female,Business,3,54.33,3,Laptop,Windows,Firefox,0,North Derek,IL,Qatar,1,4,1,1,1,Electronics,1,0,23-03-2024 21:51,62.148.217.192,13.849865,155.575758
107102,7203,319.48,Transfer,Morning,Weekend,73,Male,Savings,14,180.02,3,Tablet,Android,Safari,1,Michelleland,IN,Tajikistan,0,10,0,1,0,Restaurant,0,0,23-03-2024 06:02,30.15.221.77,-55.405401,165.220697
107103,7204,95.04,Deposit,Afternoon,Weekday,47,Female,Business,3,95.16,3,Mobile,Linux,Chrome,0,Lake Pamelaport,VT,Ukraine,1,10,0,1,1,Electronics,1,0,25-03-2024 12:00,82.123.163.5,27.867739,78.934507
107104,7205,30.34,Withdrawal,Evening,Weekend,74,Male,Business,3,399.23,3,Tablet,Android,Chrome,1,East Justinfort,NY,Svalbard & Jan Mayen Islands,0,8,0,0,0,Clothing,0,0,23-03-2024 06:13,66.50.174.223,-78.270768,37.182014
107105,7206,6.93,Transfer,Afternoon,Weekend,24,Male,Checking,12,305.17,3,Laptop,Linux,Chrome,1,Garrettborough,OH,Timor-Leste,1,2,1,0,0,Grocery,0,0,23-03-2024 01:57,46.208.156.227,10.964725,-61.458189
107106,7207,2.86,Payment,Afternoon,Weekend,65,Female,Savings,10,93,2,Tablet,Android,Edge,1,Barronside,OK,Gibraltar,0,4,1,0,1,Grocery,1,0,23-03-2024 08:04,132.161.96.18,-24.114017,170.283514
107107,7208,28.07,Withdrawal,Afternoon,Holiday,41,Male,Savings,18,239.33,4,Mobile,iOS,Chrome,0,Schaeferville,KY,Ireland,0,9,1,1,1,Travel,1,0,29-03-2024 09:50,23.162.244.153,-20.253725,149.7069
107108,7209,213.27,Transfer,Evening,Holiday,71,Male,Savings,12,281.29,4,Mobile,iOS,Firefox,0,Harrisfurt,OK,Zimbabwe,1,2,1,1,0,Clothing,0,0,29-03-2024 10:52,95.162.199.101,59.037193,3.603905
107109,7210,53.77,Payment,Morning,Weekday,26,Female,Business,4,363.99,4,Laptop,Android,Edge,0,Adkinshaven,WI,Saint Barthelemy,0,11,0,0,1,Clothing,1,0,25-03-2024 11:39,80.211.25.125,74.296841,-108.004241
107110,7211,127.42,Payment,Morning,Weekday,33,Male,Savings,19,400.77,2,Laptop,Android,Edge,0,North Kelliview,NC,Central African Republic,0,10,1,0,0,Grocery,0,0,25-03-2024 11:15,83.18.219.1,-83.199996,-102.684885
107111,7212,250.45,Transfer,Evening,Weekday,19,Male,Business,19,89.54,2,Laptop,Windows,Chrome,1,West Jamie,WY,United Kingdom,0,13,0,1,1,Electronics,1,0,25-03-2024 08:30,133.74.187.4,-36.768606,5.935384
107112,7213,52.43,Deposit,Night,Weekend,52,Female,Checking,17,269.44,2,Mobile,iOS,Edge,1,West Ernest,MN,Canada,1,2,1,1,1,Travel,0,0,23-03-2024 21:45,207.156.59.5,72.458019,-115.518523
107113,7214,21.23,Deposit,Afternoon,Weekday,51,Male,Savings,8,122.51,0,Tablet,Windows,Firefox,0,New Marc,LA,Dominica,1,10,1,0,0,Electronics,1,0,25-03-2024 15:24,19.68.28.12,66.750647,35.576958
107114,7215,72.8,Transfer,Afternoon,Holiday,39,Male,Checking,11,388.96,4,Laptop,Windows,Safari,1,Port Karen,ID,Tajikistan,0,1,1,1,1,Grocery,1,0,29-03-2024 03:09,200.81.45.184,-81.733996,-161.655079
107115,7216,238.69,Payment,Morning,Holiday,36,Male,Checking,5,345.95,1,Laptop,iOS,Safari,0,South Timothymouth,OK,Liechtenstein,0,1,1,0,0,Electronics,0,0,29-03-2024 22:55,150.40.131.239,52.466526,-165.019763
107116,7217,163.16,Deposit,Evening,Holiday,76,Male,Savings,5,375.35,3,Tablet,Windows,Edge,0,North Anthonyberg,UT,Portugal,1,13,0,0,1,Clothing,1,0,29-03-2024 18:36,6.230.237.79,1.811534,-109.487301
107117,7218,6.81,Deposit,Evening,Weekend,66,Female,Savings,13,83.75,0,Tablet,iOS,Firefox,1,Nathanmouth,UT,Sri Lanka,0,8,1,0,1,Travel,1,0,23-03-2024 14:16,60.108.106.81,5.092159,-64.113086
107118,7219,117.95,Deposit,Night,Weekend,69,Female,Business,4,279.65,0,Laptop,Windows,Edge,1,Rodriguezbury,KY,France,1,14,1,1,0,Grocery,0,1,23-03-2024 11:46,22.49.32.238,-51.173537,-55.359308
107119,7220,84.84,Withdrawal,Night,Weekday,38,Female,Checking,13,428.26,3,Tablet,Linux,Firefox,1,East Philip,WV,India,0,11,1,1,0,Grocery,0,0,25-03-2024 15:01,58.99.191.196,51.784618,135.369565
107120,7221,238.01,Deposit,Morning,Weekday,29,Female,Checking,16,371,0,Laptop,Windows,Chrome,1,North Christophermouth,ME,Oman,0,3,0,1,0,Restaurant,0,0,25-03-2024 08:50,136.6.9.5,43.059067,15.448914
107121,7222,13.07,Transfer,Night,Weekday,28,Female,Business,12,437.79,2,Laptop,Linux,Chrome,1,Beverlyview,TN,Switzerland,1,12,1,1,1,Restaurant,0,0,25-03-2024 13:55,97.94.206.175,44.38058,-171.553353
107122,7223,76.36,Transfer,Night,Weekday,69,Female,Savings,14,142.75,0,Laptop,iOS,Chrome,1,Arthurland,OK,Netherlands Antilles,0,1,0,1,0,Grocery,1,0,25-03-2024 18:07,157.244.250.5,89.129669,-8.610077
107123,7224,211.58,Withdrawal,Evening,Weekend,71,Male,Checking,9,179.11,4,Tablet,Android,Chrome,0,Lake Amytown,OR,Greenland,1,13,1,0,0,Electronics,0,0,23-03-2024 05:00,220.16.11.141,31.825421,29.952421
107124,7225,52.77,Withdrawal,Evening,Holiday,36,Male,Business,6,248.58,4,Laptop,Linux,Safari,1,Mathisburgh,NY,Lithuania,1,2,1,0,0,Restaurant,0,0,29-03-2024 20:17,25.163.180.212,-76.962185,144.33024
107125,7226,65.78,Transfer,Night,Weekend,75,Male,Checking,8,285.47,1,Tablet,Android,Chrome,0,Schmidtfort,FL,Somalia,0,11,0,0,1,Grocery,0,0,23-03-2024 03:43,16.87.141.180,-21.364568,161.97602
107126,7227,7.31,Withdrawal,Morning,Weekday,23,Female,Checking,16,163.47,4,Mobile,Android,Chrome,1,Taramouth,VA,Congo,0,4,0,1,1,Clothing,1,0,25-03-2024 18:26,64.67.76.143,17.546368,158.458468
107127,7228,32.59,Deposit,Night,Weekend,59,Female,Business,19,221.56,3,Tablet,Android,Firefox,0,Jasmineland,MT,Lao People's Democratic Republic,0,4,1,1,0,Restaurant,1,0,23-03-2024 22:32,62.67.134.26,4.311757,78.479242
107128,7229,39.23,Payment,Morning,Holiday,31,Male,Checking,2,359.17,3,Tablet,iOS,Edge,0,Alvarezside,SD,Nicaragua,1,7,0,1,0,Restaurant,1,0,29-03-2024 13:06,26.116.223.125,-53.875156,-160.249112
107129,7230,290.27,Payment,Night,Weekend,50,Male,Business,6,340.42,4,Mobile,Linux,Safari,1,Lake Kellymouth,OK,French Southern Territories,0,10,0,1,1,Travel,0,0,23-03-2024 07:08,99.37.84.93,6.186802,93.576092
107130,7231,33.22,Payment,Evening,Holiday,64,Female,Business,2,99.71,2,Mobile,Windows,Firefox,0,West Kennethburgh,SD,Netherlands,0,12,1,1,1,Restaurant,0,0,29-03-2024 23:12,128.123.177.7,41.151379,-147.821538
107131,7232,61.78,Transfer,Evening,Weekday,55,Male,Checking,19,493.57,4,Laptop,iOS,Edge,1,New Nathanhaven,UT,Venezuela,1,7,1,1,1,Clothing,1,0,25-03-2024 09:13,39.57.30.93,-46.908708,151.624539
107132,7233,111.26,Withdrawal,Morning,Weekend,30,Female,Checking,19,303.24,2,Mobile,iOS,Chrome,0,East Karen,IN,Bulgaria,0,9,0,0,1,Electronics,1,0,23-03-2024 13:57,49.254.101.61,-35.357857,-63.218535
107133,7234,17.7,Payment,Night,Weekday,73,Male,Savings,13,267.6,3,Tablet,iOS,Edge,1,Jeffreybury,GA,Pitcairn Islands,0,13,1,0,0,Restaurant,1,0,25-03-2024 04:04,165.36.50.32,-50.065203,-81.383918
107134,7235,66.64,Deposit,Night,Weekday,43,Female,Savings,17,485.26,4,Laptop,Windows,Safari,0,Haleyview,AK,Isle of Man,1,9,1,0,0,Clothing,0,0,25-03-2024 22:20,31.143.123.180,-27.983257,126.963384
107135,7236,134.15,Deposit,Morning,Holiday,31,Male,Checking,8,113.15,1,Laptop,Linux,Chrome,1,Drakeport,NC,Latvia,1,5,0,0,0,Travel,0,0,29-03-2024 10:31,142.168.107.217,22.783307,-25.168208
107136,7237,201.63,Deposit,Night,Holiday,62,Female,Savings,9,294.65,3,Mobile,Android,Chrome,1,Joyceside,NY,Chile,1,14,0,1,1,Restaurant,1,0,29-03-2024 18:04,187.3.40.255,-45.684091,-47.382302
107137,7238,98.42,Withdrawal,Afternoon,Weekday,41,Male,Savings,5,412.28,1,Mobile,iOS,Edge,1,Nataliemouth,HI,United States of America,0,8,1,0,0,Restaurant,0,1,25-03-2024 09:45,195.254.206.140,84.848452,90.412289
107138,7239,110.58,Payment,Evening,Holiday,65,Female,Business,8,229.51,3,Mobile,Linux,Safari,1,North Chelseastad,NV,Western Sahara,0,8,1,1,0,Electronics,1,0,29-03-2024 03:53,62.88.110.100,-24.160837,-177.555794
107139,7240,13.5,Deposit,Evening,Holiday,18,Male,Checking,9,381.34,0,Laptop,Linux,Firefox,0,Lunafurt,WI,Greenland,0,2,0,0,1,Restaurant,1,0,29-03-2024 11:25,24.79.111.165,-32.730928,22.820096
107140,7241,291.46,Withdrawal,Morning,Weekday,63,Male,Savings,16,454.62,0,Laptop,iOS,Edge,0,North Alexander,NH,Russian Federation,1,1,1,1,1,Electronics,0,0,25-03-2024 22:55,141.221.246.15,85.656738,22.768031
107141,7242,14.22,Deposit,Night,Weekday,62,Male,Savings,16,167.74,0,Mobile,Windows,Edge,1,East Pamela,NJ,British Indian Ocean Territory (Chagos Archipelago),0,7,1,1,0,Clothing,1,0,25-03-2024 15:18,117.36.253.60,-57.483223,132.714888
107142,7243,149.02,Payment,Morning,Holiday,72,Female,Savings,12,158.66,1,Laptop,Windows,Firefox,1,New Travisville,HI,Austria,0,10,0,0,1,Travel,1,0,29-03-2024 06:06,147.49.202.9,7.940846,-130.622324
107143,7244,30.76,Payment,Afternoon,Weekday,47,Male,Checking,11,212.31,2,Laptop,iOS,Chrome,0,Port Samuel,NJ,New Caledonia,1,11,1,0,1,Electronics,1,1,25-03-2024 10:13,122.64.215.44,-81.643326,-10.5135
107144,7245,271.2,Payment,Night,Weekday,27,Male,Business,18,238.3,3,Laptop,Linux,Edge,0,Fowlerberg,AK,Italy,1,12,0,0,1,Restaurant,0,0,25-03-2024 06:09,1.122.151.159,3.427346,-103.475122
107145,7246,127.28,Payment,Afternoon,Holiday,27,Female,Checking,13,99.97,0,Laptop,Windows,Firefox,0,East Mark,AR,Trinidad and Tobago,0,6,1,0,1,Electronics,0,0,29-03-2024 16:22,38.140.150.104,-75.871527,5.685829
107146,7247,140.17,Payment,Morning,Weekend,45,Male,Business,3,154.08,1,Laptop,iOS,Edge,1,New Nathantown,NE,Thailand,0,5,0,0,0,Electronics,0,0,23-03-2024 08:53,117.89.54.79,72.728264,55.688068
107147,7248,24.73,Deposit,Evening,Weekend,21,Male,Savings,18,442.95,3,Tablet,iOS,Safari,1,Carterton,CO,Uruguay,0,4,0,1,1,Restaurant,0,0,23-03-2024 09:32,93.121.195.90,-56.62709,13.784307
107148,7249,58.53,Payment,Afternoon,Weekday,31,Male,Checking,11,304.97,0,Laptop,iOS,Edge,1,East Paulton,KY,Dominica,1,10,0,1,1,Grocery,1,0,25-03-2024 21:12,85.84.52.187,-84.09638,77.80814
107149,7250,96.18,Deposit,Night,Holiday,29,Male,Business,11,170.52,0,Mobile,Windows,Firefox,1,South Sean,MO,Brunei Darussalam,1,12,0,1,0,Grocery,1,0,29-03-2024 17:31,128.68.63.148,44.402151,1.178689
107150,7251,146.96,Payment,Morning,Weekday,71,Male,Savings,5,474.62,0,Laptop,Android,Edge,0,East Ralph,LA,Russian Federation,1,5,0,0,1,Travel,0,0,25-03-2024 21:04,10.202.254.6,-58.758863,-79.533127
107151,7252,10.98,Deposit,Morning,Holiday,55,Male,Savings,3,398.44,1,Laptop,iOS,Edge,1,Ruiztown,VT,Norway,0,2,1,1,0,Grocery,0,0,29-03-2024 16:57,114.202.212.138,-42.378989,-173.200906
107152,7253,327.98,Payment,Morning,Weekday,64,Male,Checking,2,213.09,2,Mobile,Linux,Edge,0,Lake Manuelmouth,NV,Lesotho,0,5,1,1,1,Electronics,1,0,25-03-2024 23:10,90.117.136.74,-34.001462,26.851463
107153,7254,220.93,Deposit,Evening,Weekday,54,Female,Business,15,394.45,0,Tablet,iOS,Safari,0,Port Nicholas,AK,Brunei Darussalam,1,11,1,0,0,Clothing,0,0,25-03-2024 02:57,196.7.229.118,-88.794008,-127.863511
107154,7255,31.52,Payment,Morning,Holiday,27,Male,Savings,5,318.22,0,Mobile,iOS,Safari,0,Traceyton,OH,Brunei Darussalam,1,7,1,1,1,Travel,1,0,29-03-2024 06:36,13.175.190.172,-40.167662,74.049222
107155,7256,173.03,Withdrawal,Morning,Weekday,58,Female,Savings,5,357.72,2,Mobile,iOS,Safari,0,Rebeccamouth,GA,Mauritius,0,13,1,1,1,Grocery,1,0,25-03-2024 19:23,190.211.134.100,78.009257,-7.905734
107156,7257,73.05,Deposit,Evening,Weekend,44,Male,Savings,16,194.65,2,Mobile,Linux,Chrome,0,Wilsonmouth,MA,Turkmenistan,0,12,1,0,1,Restaurant,0,1,23-03-2024 04:07,154.222.194.137,43.84212,-107.357275
